age,gender,total_sleep_hours,sleep_quality,exercise_mins_day,caffeine_intake_mg,screen_time_before_bed_mins,work_hours_hrs_day,productivity_score,mood_score,stress_level,exercise_cat
36,Male,9.05,1,51,197,164,5.375012097087394,1,5,5,medium
57,Female,8.35,10,63,170,16,10.55699895638116,7,7,5,high
32,Female,6.47,7,18,1,9,5.554188568014411,1,5,6,low
58,Male,7.24,6,82,44,96,4.318491515566031,10,7,10,high
53,Male,9.24,2,54,96,79,11.850060619130216,7,10,3,medium
51,Male,9.09,3,57,31,30,10.466145689730226,7,9,1,medium
49,Female,5.24,2,29,227,148,7.056987955679785,1,1,10,low
59,Other,7.5,9,31,14,61,10.591981215039826,1,2,10,medium
53,Female,6.21,7,59,277,73,9.80229667483644,5,6,9,medium
34,Male,6.49,8,8,272,116,8.563275931229132,8,10,5,low
41,Female,5.48,4,44,81,16,6.9766580397031674,1,4,2,medium
26,Male,6.83,5,18,25,153,6.73706080089516,1,2,5,low
34,Male,6.06,3,48,54,153,6.906042813406482,4,4,5,medium
53,Male,4.76,10,79,143,156,7.713631591617013,6,4,7,high
43,Female,8.24,4,62,67,153,11.65707866031837,1,10,1,high
41,Female,5.12,4,39,65,86,5.938829561094098,7,1,2,medium
20,Other,8.35,4,77,271,82,6.733128901524815,6,4,6,high
47,Male,6.87,3,5,83,154,10.81124598313179,5,7,5,low
20,Female,8.45,9,14,92,16,8.144617321580489,8,5,9,low
25,Female,6.03,7,13,265,139,5.542964549516914,7,2,9,low
34,Other,7.16,7,3,105,84,8.937553816935733,4,2,5,low
29,Male,5.42,3,10,139,72,7.26311686805824,10,5,4,low
53,Male,7.03,6,84,148,49,4.557755406669836,4,8,7,high
39,Female,4.75,3,37,50,9,9.382047889975391,5,8,6,medium
56,Male,4.87,9,75,297,26,6.042826801831212,9,4,10,high
28,Other,4.76,7,30,63,32,10.751947775536198,2,1,5,low
52,Other,7.77,8,71,29,171,5.850861138075272,7,4,1,high
43,Male,8,4,41,209,93,7.85613871821546,7,6,1,medium
51,Male,5.36,5,25,181,12,6.5391108002230816,3,10,8,low
29,Female,9.32,5,85,257,126,9.464914285784372,10,10,8,high
40,Female,6.53,5,12,4,73,9.753875352353171,9,5,2,low
24,Other,5.42,5,69,64,131,5.806316417205033,10,5,7,high
44,Other,5.15,4,79,158,52,6.543237390186269,10,5,1,high
29,Male,6.44,8,68,225,76,7.5621921981176365,10,10,6,high
50,Other,8.33,3,73,170,120,5.88470582595742,5,3,6,high
29,Female,7.71,8,35,280,97,10.414721347622448,3,9,5,medium
52,Female,6.13,9,77,259,92,8.865691014131574,2,10,4,high
18,Other,5.09,8,34,173,169,9.392302939399654,10,1,6,medium
26,Other,9.17,8,30,167,47,7.365892500548934,2,7,8,low
33,Male,8.82,4,79,194,112,4.665784529664578,9,2,7,high
29,Other,8.13,10,86,245,83,4.436882425707752,5,5,1,high
36,Female,5.38,4,83,18,108,5.611250473706818,9,5,4,high
27,Female,4.76,10,9,9,101,6.815078674776052,3,5,8,low
56,Female,4.7,9,16,68,57,5.0754674189564,4,8,6,low
50,Male,8.97,1,35,107,9,8.077251606430085,9,1,7,medium
33,Female,6.76,6,24,155,4,5.142514435782939,2,6,9,low
50,Male,8.6,3,39,152,126,6.862038106349714,7,4,4,medium
40,Female,7.35,7,72,274,134,8.561453054037552,10,10,4,high
19,Other,8.24,5,38,245,80,11.060923660137966,8,4,6,medium
29,Male,7.22,5,17,56,11,5.066614530740601,8,3,7,low
32,Male,6.92,3,85,282,108,10.47982994946778,1,5,1,high
27,Other,5.43,7,85,145,111,11.735748116946525,2,7,1,high
51,Other,5.16,9,72,199,178,11.665104958435968,5,4,7,high
31,Female,5.1,6,54,67,87,5.111751935092997,7,9,10,medium
59,Female,7.07,2,73,107,121,10.290653243160325,7,9,3,high
56,Other,6.96,10,50,43,14,4.242830444264034,2,5,2,medium
39,Female,4.84,1,6,268,119,11.021537430622786,10,7,8,low
23,Other,8.02,3,20,23,3,10.972687062899253,3,3,4,low
52,Other,6.66,4,45,140,154,9.155880492164751,4,8,1,medium
58,Female,6.55,4,42,21,110,5.096422422625244,3,3,10,medium
58,Male,7.55,8,73,56,39,7.449683878914631,3,3,8,high
24,Male,7.66,2,66,199,30,5.862868455008754,7,2,6,high
37,Male,6.73,7,38,144,44,10.941616783353911,7,6,6,medium
39,Male,4.69,8,36,48,51,6.124460784099309,2,5,7,medium
54,Female,5.98,10,47,299,81,5.7626191475006605,6,6,3,medium
58,Other,6.68,7,44,147,23,9.1448348209428,10,10,7,medium
55,Male,7.55,10,47,146,136,11.458785133069686,6,10,3,medium
46,Other,7.98,1,20,38,101,11.804815353253218,4,2,1,low
56,Male,6.7,3,62,50,129,10.61112249280444,10,5,9,high
55,Male,5.88,4,84,48,69,11.31101032257437,3,10,5,high
38,Male,6.03,10,71,260,14,9.2440797747689,1,5,3,high
30,Other,8.85,6,89,185,61,7.370407053066917,9,8,8,high
38,Other,8.3,4,7,57,45,7.50435260724307,9,9,10,low
33,Male,4.79,7,40,231,92,4.139985711899109,6,5,1,medium
44,Male,8.18,8,86,220,132,11.14490993057978,10,4,9,high
19,Male,7.6,7,73,152,124,10.502807772294062,10,6,5,high
19,Female,8.75,4,64,208,128,4.264095487202618,9,3,7,high
39,Male,5.56,10,34,23,27,5.778262133108682,8,1,3,medium
51,Other,6.97,4,42,74,102,11.249100289019836,2,7,7,medium
24,Male,5.02,2,70,131,19,7.623066883324093,4,1,8,high
47,Female,7.37,10,82,64,68,5.1310684337307215,6,8,4,high
21,Male,5.12,2,21,65,20,5.746424894492098,7,7,6,low
34,Other,6.62,1,1,243,175,9.394348589600195,1,3,10,low
37,Female,8.4,5,81,143,131,9.045082359864644,7,7,3,high
59,Female,9.26,10,8,99,145,6.143978135075024,9,2,9,low
59,Male,6,2,56,171,74,9.21824890254757,3,2,10,medium
59,Female,8.6,9,56,195,118,9.302878301077325,4,5,8,medium
22,Female,6.22,10,31,288,125,8.173867350825965,2,3,10,medium
19,Female,7.07,3,12,230,43,5.101872791102469,7,9,2,low
48,Other,6.98,5,57,105,43,8.88913218568997,8,9,2,medium
23,Female,9.48,10,56,125,151,7.456538280532942,10,1,10,medium
53,Female,9.05,2,84,99,103,4.23040944437215,6,5,2,high
47,Female,9.3,4,24,274,4,6.74702231659658,8,3,7,low
43,Other,7.09,10,28,166,168,5.1641384030993995,5,3,1,low
24,Female,6.26,10,68,176,25,8.781059518951203,1,7,1,high
43,Male,6.9,1,37,133,45,11.235622492499951,10,8,2,medium
34,Other,5.75,6,5,25,166,11.479144372436068,6,3,7,low
30,Male,8.39,9,78,51,129,10.825025375281893,2,3,10,high
55,Other,9.42,6,47,191,146,4.875858928551952,7,9,4,medium
47,Male,4.52,2,11,296,129,4.197359636323897,8,3,6,low
52,Female,5.53,9,42,207,73,4.829093811846365,3,2,8,medium
57,Female,7.75,9,47,293,86,5.072199154551934,1,5,10,medium
53,Male,4.94,4,2,75,45,10.44095367003732,5,9,5,low
52,Other,7.19,1,38,93,173,4.135753034523732,7,9,2,medium
19,Other,6.21,4,44,19,60,4.577705482681504,2,9,2,medium
43,Female,8.6,1,50,260,12,5.7042825587461135,9,9,3,medium
47,Male,5.83,9,46,68,103,10.027804843571843,8,8,2,medium
33,Female,5.98,10,38,88,173,11.34035915677076,8,9,8,medium
32,Male,5.68,9,73,279,48,7.080848983919363,4,10,5,high
33,Other,8,7,13,78,176,4.631438840307299,5,1,7,low
31,Male,8.74,7,55,76,150,6.70888983290106,1,7,8,medium
50,Male,9.09,6,33,83,152,4.854567943711925,10,8,5,medium
33,Female,6.04,7,15,226,15,8.413698976159736,3,1,5,low
53,Male,6.99,4,24,65,136,9.6743690171261445,6,3,4,low
18,Male,8.21,10,13,181,45,10.567353708904,8,10,1,low
41,Male,8.17,4,81,36,25,7.948349276715624,3,8,4,high
39,Other,5.05,1,86,14,158,9.335725627897451,5,2,10,high
37,Other,8,6,22,58,89,8.262777058266078,8,2,8,low
31,Female,9.47,3,52,77,155,9.43977368071501,9,5,10,medium
39,Male,6.01,2,22,140,68,6.037310127119695,8,9,9,low
34,Other,8.93,3,11,99,11,5.5815224249159,2,7,1,low
45,Female,8.51,6,87,261,26,5.165029173643387,5,8,8,high
57,Other,7.69,8,64,273,43,4.749063146669034,8,7,7,high
59,Other,9.13,2,77,219,23,9.454283982307636,6,5,8,high
50,Male,7.1,10,56,292,6,9.657826626683386,7,7,5,medium
21,Female,6.45,7,27,196,66,8.009301851659924,10,10,4,low
28,Other,7.83,7,33,57,8,10.05541476101611,2,9,10,medium
32,Other,6.5,3,18,254,27,9.30792276102968,1,10,3,low
20,Male,8.71,2,75,261,106,6.727582413140878,2,9,2,high
27,Female,8.38,6,59,110,5,5.559542151761279,8,3,1,medium
50,Female,8.84,8,56,297,97,6.423561343120672,7,3,2,medium
37,Female,6.25,7,45,151,45,4.141710804875112,8,7,3,medium
55,Female,4.57,2,78,235,126,6.894146495380527,4,6,9,high
46,Male,7.74,10,5,247,114,8.076070985793615,1,4,9,low
58,Other,8.86,1,48,216,10,7.090945097094456,4,7,5,medium
57,Male,6.8,8,34,179,158,9.083423365623776,7,4,4,medium
39,Male,7.48,7,11,6,127,5.190469716145408,7,10,10,low
58,Female,7.87,4,88,151,171,5.921960147714431,2,8,1,high
40,Female,4.7,5,30,228,121,11.118691152706486,5,9,3,low
24,Female,9.46,7,36,118,85,4.705137947126337,1,4,1,medium
29,Female,6.15,7,63,122,113,10.986888942731504,1,3,8,high
58,Female,5.53,7,16,78,72,6.488056029367099,9,7,2,low
52,Female,6.68,5,81,143,135,10.2752453248672,10,4,6,high
23,Other,6.39,10,58,220,45,9.70921659594994,8,4,3,medium
54,Female,7.61,1,30,122,53,8.83136354929782,2,7,10,low
40,Female,4.81,3,37,211,161,11.855177120281963,1,10,3,medium
35,Male,4.85,1,62,159,137,7.592667141408907,6,9,2,high
36,Other,7.61,3,46,261,15,7.930643455297047,2,4,7,medium
18,Male,5.15,8,54,24,134,5.774235935468371,1,7,1,medium
26,Other,8.36,9,12,22,82,9.465404505918546,7,8,1,low
30,Other,9.4,2,67,28,15,9.409258667627562,5,1,5,high
24,Female,8.79,9,74,60,25,4.603297407942306,7,3,6,high
56,Female,5.44,1,56,164,60,6.14879146331678,7,9,9,medium
18,Other,8.22,1,64,51,30,6.930291089652178,7,4,5,high
39,Male,7.38,5,3,163,5,9.576104111474104,6,5,7,low
56,Male,8.91,5,45,143,15,4.480065540712094,8,8,3,medium
32,Female,7.85,1,12,288,132,5.5284971147708655,9,8,3,low
31,Male,6.73,5,56,202,120,7.797769017025703,10,6,4,medium
40,Other,5.74,6,64,21,104,5.5973579043251735,10,8,3,high
23,Female,8.34,4,57,203,165,9.543027421573218,10,2,7,medium
48,Male,9.24,8,23,200,127,8.877512489996544,9,10,2,low
20,Other,8.97,4,9,56,49,7.447530692146615,2,2,4,low
19,Female,5.25,10,4,64,33,6.87200614463411,3,2,5,low
40,Male,6.16,6,19,81,128,5.042543904730327,1,8,4,low
48,Other,7.67,8,53,25,79,6.088227132286785,1,1,3,medium
46,Male,6.5,10,27,284,170,5.6623237176380306,10,10,10,low
43,Other,7.55,10,1,157,119,9.963181913132315,4,9,6,low
18,Male,5.72,8,44,104,149,5.74618559025195,10,7,9,medium
24,Male,8.93,7,82,164,124,8.76851144880476,10,6,8,high
37,Female,6.58,8,3,36,131,9.67039411924923,2,8,2,low
36,Male,8.81,10,64,41,84,7.471104387883836,3,9,5,high
58,Other,4.51,9,5,161,8,6.2947731651776,1,1,3,low
54,Other,7.22,10,13,163,163,8.885854237156959,8,10,4,low
45,Female,7.52,3,41,100,28,6.501706361131665,10,10,7,medium
38,Male,5.87,4,9,104,33,10.440747014396209,1,2,7,low
45,Other,5.44,1,12,138,27,5.75511511356997,3,1,9,low
22,Female,4.56,4,47,129,36,4.4377133986691195,4,6,10,medium
29,Female,8.35,6,69,241,129,4.479401242568652,10,1,5,high
30,Other,9.09,5,18,165,122,9.363573322260072,4,4,5,low
51,Female,6.15,10,67,195,89,7.45534824916663,7,1,3,high
46,Other,9.46,7,25,55,21,10.982641873226562,10,10,9,low
42,Female,5.26,3,40,286,84,6.690464755309998,2,8,9,medium
57,Female,8.34,9,73,131,98,10.835640665483227,6,1,3,high
20,Male,6.42,2,48,30,57,4.923223674515265,10,2,9,medium
25,Other,8.33,6,80,227,144,10.40931253740127,9,5,5,high
28,Other,4.99,5,51,138,124,7.224310063257057,9,10,6,medium
45,Female,9.24,10,27,244,65,7.983588740658111,6,10,9,low
37,Other,8.32,2,80,223,42,7.574177270716855,3,4,5,high
50,Female,7.71,7,77,93,44,9.28375777091545,7,4,10,high
28,Male,6.27,8,56,65,149,8.292860074110195,8,9,9,medium
22,Other,8.52,6,47,115,60,5.925700685308054,6,3,6,medium
20,Female,7.61,9,26,112,132,10.134146850706683,9,8,3,low
29,Female,5.75,10,40,166,153,5.532170576401185,7,5,9,medium
34,Female,6.05,3,8,140,167,7.214507668813561,4,1,8,low
27,Female,6.73,2,62,24,11,8.726526999164061,9,2,9,high
31,Male,6.74,5,4,104,146,7.870375172662371,6,2,1,low
43,Female,4.58,8,54,71,161,5.938346633603732,10,3,7,medium
59,Male,7.37,1,89,102,159,7.25458117918772,2,3,8,high
39,Other,9.47,9,51,127,27,7.618512280410684,10,5,2,medium
23,Male,9.48,6,19,30,134,4.225530723577777,10,10,7,low
54,Other,7.94,5,51,100,55,6.488293338082696,9,7,10,medium
57,Female,6.55,1,15,277,56,6.596053193351579,2,7,2,low
47,Other,4.53,9,8,286,70,9.890031583683696,10,3,3,low
51,Male,8.27,6,84,287,179,9.24503529691454,5,6,2,high
32,Female,7.4,2,37,25,91,7.996531707007462,3,9,5,medium
23,Female,5.71,3,18,148,121,4.774549847897749,10,8,2,low
21,Male,8.36,10,24,110,1,7.039394327696116,1,6,10,low
42,Female,5.38,7,2,195,40,5.796475754151171,8,6,2,low
55,Female,5.97,5,70,210,30,7.36266647545474,7,8,2,high
57,Female,7.56,5,56,272,70,11.298036488809243,9,10,6,medium
35,Other,6.71,10,72,186,30,6.942805556859668,9,3,6,high
42,Other,8.4,7,23,154,164,4.376489583015579,7,10,1,low
18,Other,9.02,10,58,61,80,4.404059766658257,10,5,9,medium
23,Male,4.5,8,30,292,174,4.3885017863652935,4,10,5,low
51,Other,4.86,1,29,59,140,10.06707817271934,1,6,9,low
47,Male,5.92,8,64,267,68,11.69491899478399,6,9,1,high
49,Female,5.29,2,1,144,109,6.197640262457149,1,1,4,low
21,Male,9.33,1,79,138,147,4.531242827683979,6,2,1,high
39,Male,6.51,3,26,213,73,9.292728527674123,9,3,5,low
44,Other,5.21,4,35,118,126,7.398628265415204,3,9,6,medium
44,Male,4.57,5,25,227,146,11.879432867531932,10,6,7,low
18,Other,6.9,6,84,136,143,9.552578668247875,10,8,10,high
34,Other,6.31,3,6,53,103,10.223556219762568,7,2,2,low
48,Male,4.62,7,30,175,125,8.71428582290281,5,3,1,low
23,Other,4.83,7,53,253,58,9.35689005230014,10,8,7,medium
56,Female,6.28,1,20,20,51,8.347246817586113,4,3,1,low
27,Other,6.45,5,50,180,3,8.217187053002117,3,10,10,medium
35,Male,6.66,1,2,66,36,10.8864869014939,9,1,4,low
31,Female,6.2,3,86,232,150,5.345688739468333,5,5,10,high
52,Female,8.86,7,59,243,60,6.563895181244378,1,6,1,medium
50,Male,8.67,3,38,160,28,6.689282061956159,9,1,4,medium
27,Male,6.73,2,51,86,108,7.229173555947822,1,2,1,medium
20,Male,5.05,6,60,150,29,6.1736601508327444,8,5,7,medium
25,Other,8.66,1,68,293,121,11.571029226866967,4,7,6,high
25,Male,9.31,10,86,81,61,6.701753156497737,10,1,10,high
43,Male,9.3,2,77,225,151,10.767722048788269,2,7,5,high
39,Other,6.96,5,38,71,41,10.646139108758083,9,9,1,medium
37,Female,9.31,1,88,195,93,8.829954308506052,7,3,2,high
53,Male,6.75,1,26,172,3,8.228673611499538,10,8,3,low
48,Other,6.21,8,31,56,165,9.865224184852682,2,3,4,medium
27,Female,9.16,4,18,148,21,4.010275404214411,9,1,9,low
35,Male,4.87,6,40,4,79,11.15809589609996,2,1,3,medium
42,Female,7.84,2,49,94,32,11.315533835898709,9,7,6,medium
42,Female,4.7,1,63,268,71,9.41111502443928,9,3,3,high
26,Male,5.06,4,44,16,55,6.6046490601520915,3,5,3,medium
40,Other,6.75,9,54,127,60,10.047726791449984,1,7,6,medium
26,Female,4.6,6,42,135,58,10.463504240114268,4,5,9,medium
40,Other,7,9,5,88,146,9.14241640129666,2,10,5,low
30,Male,9.37,2,35,153,9,9.994522841139474,5,1,7,medium
52,Other,4.97,7,81,295,156,4.578858061930613,9,3,3,high
32,Male,6.57,10,79,163,83,9.690126597683625,5,5,7,high
56,Other,8.31,3,8,52,76,6.934016611407521,6,10,5,low
23,Female,7.7,3,49,123,18,5.419275760969459,6,2,8,medium
34,Other,8.53,6,67,136,89,6.732557063554201,6,5,5,high
25,Female,7.87,8,89,222,119,11.917892781698168,2,9,2,high
19,Female,5.29,9,35,232,37,5.9776485899110146,6,9,2,medium
33,Other,7.39,9,70,16,177,6.260326909299549,7,3,9,high
40,Female,8.79,5,34,201,100,10.426436588144268,3,10,2,medium
53,Male,5.93,7,45,150,45,11.39374747874128,5,1,3,medium
59,Other,5.52,6,69,253,143,10.40531153220249,5,9,10,high
29,Male,8.1,2,43,154,98,5.913785709326864,7,1,3,medium
42,Other,5.77,1,38,234,106,9.048273405696392,2,1,2,medium
52,Female,5.42,9,67,24,175,5.603752382130872,2,4,6,high
18,Other,7.96,1,77,104,61,5.8925434016888,3,2,8,high
33,Female,4.57,10,6,270,59,6.366022676962635,5,2,10,low
48,Female,7.64,6,31,201,113,6.766628562476751,9,7,2,medium
24,Male,7.55,2,51,3,133,4.4323810187978125,10,1,8,medium
48,Male,5.55,2,61,240,154,10.413140718650938,4,6,3,high
55,Male,6.58,3,50,54,76,7.829158964404199,1,3,8,medium
33,Other,8.16,1,6,0,48,5.958398984013807,10,7,4,low
48,Female,9.2,4,66,128,113,10.907931603702549,8,1,4,high
40,Male,4.69,1,54,18,126,6.811031734064869,6,8,7,medium
34,Male,9.34,10,54,156,1,11.60168964692344,7,10,8,medium
55,Other,8.9,7,42,249,23,5.031831263417322,4,5,7,medium
43,Other,9.41,3,52,157,2,11.246795119994443,7,1,9,medium
59,Male,5.5,3,26,7,31,7.509373574424391,10,3,6,low
58,Female,5.87,2,49,193,130,5.676153794500257,4,7,9,medium
47,Female,4.98,10,22,275,1,9.548078696370563,2,9,4,low
53,Other,6.51,8,65,30,137,9.783547395115576,10,10,7,high
37,Female,5.65,2,83,60,124,8.195490766861994,6,2,3,high
38,Female,5.85,6,9,11,6,11.83787467819088,10,2,10,low
50,Female,5.86,1,71,75,122,7.512331910569183,3,9,9,high
30,Male,5.42,5,88,85,38,9.054198749222042,4,4,5,high
24,Male,5.55,7,74,289,160,9.861787323306451,7,9,6,high
32,Female,6.93,7,16,264,113,4.844109171209609,4,3,1,low
27,Female,6.72,6,25,258,51,7.273803841534368,1,4,10,low
31,Male,8.51,7,9,114,56,7.958627652971361,2,10,5,low
59,Male,6.16,2,38,72,146,5.373679911789505,9,2,7,medium
42,Other,5.13,10,60,99,50,8.16146348585915,2,6,5,medium
22,Other,7.95,10,79,124,60,9.158848347437814,6,1,5,high
42,Other,8.62,8,47,287,119,9.652398418262615,3,10,2,medium
33,Other,5.13,1,40,80,174,4.730013272952385,6,7,3,medium
18,Female,5.7,7,56,133,128,5.888063442589696,3,5,8,medium
36,Male,5.94,1,70,16,121,6.642461500455028,6,1,2,high
43,Male,8.29,8,79,266,133,4.02273722931178,1,2,5,high
43,Female,4.79,2,9,127,6,10.0860744670956,5,1,4,low
29,Male,8.52,2,6,34,14,6.799163709179189,3,9,10,low
32,Female,4.52,8,20,70,120,6.594006990815765,5,5,4,low
52,Male,7.8,2,12,53,142,9.355296514029147,5,5,5,low
40,Female,7.61,1,63,153,47,6.014517616073054,8,7,9,high
48,Other,4.61,3,62,73,166,8.83841409475171,5,9,7,high
31,Other,7.44,9,47,210,94,5.128877186661194,1,2,8,medium
33,Other,7.44,10,41,12,139,8.083141770789652,10,4,2,medium
41,Male,8.71,3,39,53,129,5.662165035517827,7,10,9,medium
39,Other,7.43,6,37,242,18,10.066420937684148,3,3,7,medium
35,Other,5.99,7,88,57,62,7.959862357699688,7,9,8,high
47,Male,5.13,5,39,61,68,10.42460513870196,10,2,4,medium
34,Female,7.38,7,89,30,111,10.489300831033058,8,7,2,high
33,Other,6.95,1,11,127,69,6.784215705509754,9,5,6,low
41,Male,4.55,5,84,165,168,10.31891696828431,7,6,3,high
47,Male,7.4,2,41,138,26,8.001851831406416,7,8,3,medium
41,Other,8.65,6,43,91,76,8.760370759390089,3,7,6,medium
53,Other,8.02,6,39,220,151,10.45768797140334,5,5,6,medium
43,Female,5.55,7,36,52,17,8.077785372828522,6,1,4,medium
52,Other,9.28,8,79,130,141,9.043181850198614,10,6,10,high
22,Male,5.15,6,10,7,152,10.899473041129257,8,3,4,low
37,Other,5.53,9,24,233,43,9.512872651894591,8,1,2,low
30,Male,8.19,10,34,87,96,5.63020827352851,7,8,1,medium
47,Male,7.56,3,5,299,17,4.445996787762624,4,8,10,low
56,Other,6.95,9,23,14,163,9.764691354965098,5,7,8,low
57,Male,9.19,1,33,67,87,8.444937237459223,7,1,9,medium
32,Other,9.36,6,28,272,116,6.881297225710332,8,1,5,low
24,Female,5.24,9,20,98,147,6.8518133667823,3,7,5,low
43,Female,6.72,4,20,148,24,11.27644342749762,5,3,1,low
59,Other,8.94,4,33,75,96,8.686816979465346,5,6,8,medium
55,Other,6.44,1,20,270,13,11.942646603557575,10,4,7,low
26,Male,8.46,7,41,259,132,7.585286986952016,9,9,6,medium
20,Female,7.89,2,68,211,155,6.159789094843696,3,3,9,high
48,Male,8.87,9,68,14,174,6.477455666503611,3,6,4,high
28,Male,6.33,1,2,281,158,10.02247195608808,10,8,9,low
32,Other,7.7,4,46,86,52,7.388324617932065,2,10,3,medium
46,Other,5.01,9,2,145,51,10.6728926661306,9,10,7,low
59,Female,7.21,3,66,142,138,8.8340761278954,8,5,4,high
51,Male,7.44,10,11,148,138,10.14373406247844,10,2,2,low
21,Other,9.27,2,34,274,7,11.688167486121706,3,6,7,medium
36,Female,6.99,2,66,134,54,6.604026705009083,10,3,1,high
40,Male,5.38,1,53,27,3,9.188216214593623,7,5,7,medium
59,Male,4.56,10,85,89,66,4.5052842253131145,8,4,3,high
27,Female,5.69,6,36,90,78,9.392467622029567,8,5,2,medium
51,Female,8.21,3,71,32,43,9.532044366508757,5,9,4,high
19,Other,9.21,3,48,243,151,6.847747126657892,8,10,8,medium
19,Male,6.63,3,22,253,14,4.43146066272697,3,9,4,low
36,Female,5.48,1,77,283,53,10.836939705214682,4,6,8,high
39,Other,7.86,9,25,234,149,4.560944365975917,5,5,9,low
48,Other,4.69,7,5,143,89,4.888506426253238,8,10,4,low
46,Other,4.58,10,34,226,95,6.7322086033709105,1,6,10,medium
19,Other,5.29,3,43,231,5,7.846289345437818,2,6,8,medium
31,Male,5.28,7,79,70,154,4.292163035050991,1,1,4,high
20,Other,9.46,8,86,53,37,6.414677287143161,6,8,1,high
44,Female,9.22,7,63,103,157,10.266693535396964,9,4,2,high
42,Female,8.16,3,41,273,120,9.220907213978828,10,5,1,medium
34,Male,6.7,8,36,18,173,8.976235834016073,7,10,10,medium
28,Female,7.33,7,17,174,113,4.034876639652643,10,10,1,low
42,Male,8.55,10,5,107,142,7.1946091711320825,4,2,8,low
26,Other,7.39,7,20,75,129,11.300673743398583,4,4,2,low
47,Male,7.27,10,49,257,54,10.21557110714017,6,10,8,medium
49,Male,5.05,9,58,292,24,10.62434628619402,6,1,10,medium
42,Other,5.04,4,5,62,37,8.87556237861823,4,8,8,low
57,Male,6.81,9,45,21,86,6.42762573159685,7,3,6,medium
50,Female,4.53,7,37,292,67,4.212820508772511,6,5,2,medium
32,Other,7.77,5,24,88,124,10.429081177229548,9,7,6,low
40,Male,7.54,6,29,19,32,8.434580784669244,4,6,7,low
26,Male,6.78,3,43,95,49,8.100661014777092,3,1,3,medium
45,Other,5.33,1,39,179,57,4.378596241091371,2,1,9,medium
34,Male,5.31,5,86,160,101,11.420028410372606,1,9,3,high
23,Other,7.49,3,22,137,50,10.358382038566212,7,4,4,low
51,Female,5.13,7,49,25,153,6.91119525196266,9,4,10,medium
34,Female,5.56,8,20,277,17,6.054652596536469,9,3,6,low
45,Female,8.6,7,53,167,118,6.340871152317164,5,2,6,medium
52,Other,8.56,8,69,193,140,11.442933263212236,9,2,1,high
39,Other,8.2,7,78,254,96,5.636034709542367,7,6,2,high
22,Male,9.4,3,20,151,127,4.2777292174711565,5,6,10,low
38,Male,9.05,7,21,161,119,8.181550192356296,3,7,10,low
33,Female,8.5,6,68,120,108,6.124875661331319,2,7,3,high
44,Female,7.72,7,46,257,112,11.04198395580451,1,6,10,medium
37,Male,8.23,7,45,137,173,8.693852219118014,10,7,2,medium
44,Female,7.17,10,68,20,151,9.063471043768358,8,9,5,high
19,Other,6.99,10,19,67,172,6.483184762366759,10,5,9,low
31,Male,8.6,1,71,64,108,6.2850127974686165,7,5,8,high
34,Male,7.23,3,47,135,140,4.046165290343744,1,9,9,medium
34,Female,8.14,5,40,256,88,10.654065126417976,4,4,4,medium
23,Other,7.19,3,45,73,94,11.014740255054065,4,8,3,medium
20,Female,6.38,6,68,9,160,4.514553785548668,3,3,6,high
23,Female,4.97,3,67,32,55,10.581891888347451,3,6,9,high
37,Other,8.17,8,5,275,138,6.709146171582906,5,2,6,low
39,Male,6.74,5,20,13,90,4.338675940146427,7,3,10,low
44,Male,5.77,3,9,119,144,4.358011471409905,5,5,10,low
25,Male,6.41,5,55,104,131,6.322269418518083,8,1,4,medium
46,Female,8.58,10,35,3,43,7.738858306652894,4,2,2,medium
32,Female,8.88,6,66,35,160,7.960447565236679,8,8,5,high
43,Female,5.32,4,36,293,95,9.666592392623762,9,10,4,medium
